trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
735,False,"{'a': 0.5, 'e': 0.7896242192096559}",25,0,-107.22524986558534,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 2}",0
736,False,"{'a': 0.5, 'e': 0.7890716678231894}",20,0,-86.46252866538859,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
737,False,"{'a': 0.5, 'e': 0.788518477288715}",20,0,-24.200629012898418,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
738,False,"{'a': 0.5, 'e': 0.7879646480543172}",20,0,-125.16651838017457,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
739,False,"{'a': 0.5, 'e': 0.7874101805685976}",20,0,-120.70545725704093,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 3}",0
740,False,"{'a': 0.5, 'e': 0.7868550752806748}",20,0,-101.18930438514694,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
741,False,"{'a': 0.5, 'e': 0.786299332640184}",20,4,-31.33588357931675,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 1}",1
742,False,"{'a': 0.5, 'e': 0.7857429530972768}",20,0,-65.28837506722961,"{0: 12, 1: 4, 2: 2, 3: 2, 4: 0}",0
743,False,"{'a': 0.5, 'e': 0.7851859371026205}",30,0,-36.429157469855554,"{0: 26, 1: 0, 2: 3, 3: 0, 4: 1}",1
744,False,"{'a': 0.5, 'e': 0.7846282851073981}",20,0,-43.91848844139576,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
745,False,"{'a': 0.5, 'e': 0.7840699975633076}",20,0,-14.322385677015177,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
746,False,"{'a': 0.5, 'e': 0.783511074922562}",25,0,-162.86142965706154,"{0: 15, 1: 3, 2: 3, 3: 1, 4: 3}",0
747,False,"{'a': 0.5, 'e': 0.7829515176378886}",25,19,4.840554800141339,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
748,False,"{'a': 0.5, 'e': 0.7823913261625286}",25,0,-142.96266791160411,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 3}",0
749,False,"{'a': 0.5, 'e': 0.7818305009502373}",25,0,-138.5098297164672,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 3}",0
750,False,"{'a': 0.5, 'e': 0.781269042455283}",30,8,-85.28491603585569,"{0: 15, 1: 1, 2: 3, 3: 2, 4: 1}",1
751,False,"{'a': 0.5, 'e': 0.7807069511324469}",20,0,-68.76953819080015,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
752,False,"{'a': 0.5, 'e': 0.7801442274370232}",20,9,-41.494503029930236,"{0: 7, 1: 0, 2: 3, 3: 1, 4: 0}",1
753,False,"{'a': 0.5, 'e': 0.7795808718248178}",20,4,-91.42533022384775,"{0: 9, 1: 0, 2: 6, 3: 0, 4: 1}",1
754,False,"{'a': 0.5, 'e': 0.7790168847521489}",20,0,-89.67529158702351,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 1}",0
755,False,"{'a': 0.5, 'e': 0.7784522666758459}",25,0,-137.49814959093396,"{0: 14, 1: 4, 2: 3, 3: 3, 4: 1}",0
756,False,"{'a': 0.5, 'e': 0.7778870180532496}",25,0,-66.20837530237853,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
757,False,"{'a': 0.5, 'e': 0.777321139342211}",25,0,-48.032557461781636,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
758,False,"{'a': 0.5, 'e': 0.7767546310010921}",20,0,-103.29873863377509,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
759,False,"{'a': 0.5, 'e': 0.7761874934887646}",20,4,-57.51124782437294,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 1}",1
760,False,"{'a': 0.5, 'e': 0.7756197272646099}",20,0,-73.11746825188462,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
761,False,"{'a': 0.5, 'e': 0.7750513327885185}",35,0,-129.8566157067923,"{0: 24, 1: 2, 2: 5, 3: 3, 4: 1}",0
762,False,"{'a': 0.5, 'e': 0.7744823105208898}",20,0,-168.9930642437461,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 4}",0
763,False,"{'a': 0.5, 'e': 0.7739126609226319}",25,0,-138.0951212883737,"{0: 13, 1: 3, 2: 6, 3: 2, 4: 1}",0
764,False,"{'a': 0.5, 'e': 0.773342384455161}",30,0,-51.60398071736434,"{0: 22, 1: 0, 2: 8, 3: 0, 4: 0}",0
765,False,"{'a': 0.5, 'e': 0.7727714815804011}",20,0,-27.89487179029635,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
766,False,"{'a': 0.5, 'e': 0.7721999527607832}",25,0,-126.46580781258737,"{0: 14, 1: 1, 2: 8, 3: 1, 4: 1}",0
767,False,"{'a': 0.5, 'e': 0.7716277984592459}",30,0,-113.24921775454281,"{0: 21, 1: 0, 2: 7, 3: 0, 4: 2}",0
768,False,"{'a': 0.5, 'e': 0.771055019139234}",35,0,-119.71149097956298,"{0: 22, 1: 3, 2: 8, 3: 1, 4: 1}",0
769,False,"{'a': 0.5, 'e': 0.7704816152646987}",25,0,-153.85584748825443,"{0: 13, 1: 2, 2: 8, 3: 0, 4: 2}",0
770,False,"{'a': 0.5, 'e': 0.7699075873000973}",30,0,-101.26670889481913,"{0: 21, 1: 4, 2: 3, 3: 0, 4: 2}",0
771,False,"{'a': 0.5, 'e': 0.7693329357103922}",20,0,-102.07596673503075,"{0: 13, 1: 0, 2: 4, 3: 2, 4: 1}",0
772,False,"{'a': 0.5, 'e': 0.7687576609610512}",30,10,-135.49339589133038,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 3}",1
773,False,"{'a': 0.5, 'e': 0.7681817635180469}",20,0,-65.61325278989489,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
774,False,"{'a': 0.5, 'e': 0.7676052438478562}",20,0,-56.59312111583686,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 0}",0
775,False,"{'a': 0.5, 'e': 0.7670281024174599}",25,0,-110.29338997728574,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
776,False,"{'a': 0.5, 'e': 0.7664503396943425}",30,12,-38.13859745629959,"{0: 13, 1: 2, 2: 1, 3: 2, 4: 0}",1
777,False,"{'a': 0.5, 'e': 0.765871956146492}",30,12,-44.82827370022352,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 1}",1
778,False,"{'a': 0.5, 'e': 0.7652929522423988}",20,4,-125.52667269096095,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 3}",1
779,False,"{'a': 0.5, 'e': 0.7647133284510562}",30,0,-110.56533646283708,"{0: 18, 1: 3, 2: 8, 3: 0, 4: 1}",0
780,False,"{'a': 0.5, 'e': 0.7641330852419593}",20,0,-97.86228228377423,"{0: 11, 1: 0, 2: 7, 3: 2, 4: 0}",0
781,False,"{'a': 0.5, 'e': 0.7635522230851052}",20,0,-103.43838642678638,"{0: 13, 1: 0, 2: 4, 3: 2, 4: 1}",0
782,False,"{'a': 0.5, 'e': 0.7629707424509921}",20,0,-54.212280284375815,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
783,False,"{'a': 0.5, 'e': 0.7623886438106192}",20,0,-132.82657867909631,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 3}",0
784,False,"{'a': 0.5, 'e': 0.7618059276354867}",20,0,-108.38886290292348,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
785,False,"{'a': 0.5, 'e': 0.7612225943975943}",25,13,-18.75963058642961,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
786,False,"{'a': 0.5, 'e': 0.7606386445694422}",25,0,-122.44975941925361,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
787,False,"{'a': 0.5, 'e': 0.7600540786240295}",20,0,-110.5092852027552,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 3}",0
788,False,"{'a': 0.5, 'e': 0.7594688970348548}",35,0,-108.02514149149584,"{0: 28, 1: 3, 2: 1, 3: 0, 4: 3}",0
789,False,"{'a': 0.5, 'e': 0.7588831002759149}",20,0,-83.43647323140326,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 2}",0
790,False,"{'a': 0.5, 'e': 0.7582966888217053}",25,0,-39.921426938876444,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",0
791,False,"{'a': 0.5, 'e': 0.7577096631472192}",25,0,-158.35053157011276,"{0: 15, 1: 1, 2: 6, 3: 0, 4: 3}",0
792,False,"{'a': 0.5, 'e': 0.7571220237279473}",20,0,-6.649084205783375,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
793,False,"{'a': 0.5, 'e': 0.7565337710398777}",25,0,-107.14133714062879,"{0: 15, 1: 1, 2: 8, 3: 0, 4: 1}",0
794,False,"{'a': 0.5, 'e': 0.7559449055594949}",20,8,-58.21408968979375,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 1}",1
795,False,"{'a': 0.5, 'e': 0.75535542776378}",30,0,-209.0250813550687,"{0: 17, 1: 3, 2: 4, 3: 3, 4: 3}",0
796,False,"{'a': 0.5, 'e': 0.7547653381302097}",20,0,-23.930740987320373,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",0
797,False,"{'a': 0.5, 'e': 0.754174637136757}",20,0,-59.139980070612545,"{0: 11, 1: 4, 2: 5, 3: 0, 4: 0}",0
798,False,"{'a': 0.5, 'e': 0.7535833252618894}",20,12,-16.30622736555639,"{0: 5, 1: 1, 2: 2, 3: 0, 4: 0}",1
799,False,"{'a': 0.5, 'e': 0.7529914029845695}",30,0,-99.71461638922817,"{0: 20, 1: 1, 2: 8, 3: 0, 4: 1}",0
800,False,"{'a': 0.5, 'e': 0.7523988707842544}",20,0,-73.84928417641773,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
801,False,"{'a': 0.5, 'e': 0.751805729140895}",25,11,-10.943933695949102,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 0}",1
802,False,"{'a': 0.5, 'e': 0.7512119785349362}",25,6,-41.68813705139615,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 1}",1
803,False,"{'a': 0.5, 'e': 0.7506176194473158}",30,0,-46.928399364032934,"{0: 23, 1: 1, 2: 5, 3: 1, 4: 0}",0
804,False,"{'a': 0.5, 'e': 0.7500226523594646}",20,0,-147.70746143868172,"{0: 10, 1: 0, 2: 8, 3: 0, 4: 2}",0
805,False,"{'a': 0.5, 'e': 0.7494270777533062}",20,4,-54.56426768270633,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 1}",1
806,False,"{'a': 0.5, 'e': 0.7488308961112556}",25,18,11.40187382979136,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
807,False,"{'a': 0.5, 'e': 0.7482341079162202}",30,0,-136.46667498646815,"{0: 21, 1: 2, 2: 3, 3: 2, 4: 2}",0
808,False,"{'a': 0.5, 'e': 0.7476367136515983}",25,0,-43.210755675973736,"{0: 19, 1: 4, 2: 1, 3: 0, 4: 1}",0
809,False,"{'a': 0.5, 'e': 0.7470387138012793}",20,0,-42.94977957983467,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
810,False,"{'a': 0.5, 'e': 0.7464401088496428}",20,3,-53.859227800551984,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 1}",1
811,False,"{'a': 0.5, 'e': 0.745840899281559}",20,0,-77.85526059450211,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
812,False,"{'a': 0.5, 'e': 0.7452410855823877}",20,0,-107.21994915012941,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
813,False,"{'a': 0.5, 'e': 0.7446406682379776}",25,0,-30.590419842300843,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
814,False,"{'a': 0.5, 'e': 0.744039647734667}",25,0,-101.35427861224876,"{0: 17, 1: 0, 2: 6, 3: 1, 4: 1}",0
815,False,"{'a': 0.5, 'e': 0.7434380245592824}",25,3,-61.75782500378403,"{0: 16, 1: 1, 2: 4, 3: 0, 4: 1}",1
816,False,"{'a': 0.5, 'e': 0.7428357991991388}",30,0,-149.60148407571634,"{0: 19, 1: 3, 2: 4, 3: 2, 4: 2}",0
817,False,"{'a': 0.5, 'e': 0.7422329721420382}",20,0,-96.34674535429527,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
818,False,"{'a': 0.5, 'e': 0.7416295438762708}",25,0,-123.19227278177927,"{0: 15, 1: 1, 2: 6, 3: 2, 4: 1}",0
819,False,"{'a': 0.5, 'e': 0.7410255148906134}",20,7,-42.52762050510637,"{0: 8, 1: 1, 2: 3, 3: 1, 4: 0}",1
820,False,"{'a': 0.5, 'e': 0.7404208856743295}",20,0,-105.6539506084032,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
821,False,"{'a': 0.5, 'e': 0.7398156567171686}",20,10,-39.146198348402244,"{0: 7, 1: 0, 2: 1, 3: 2, 4: 0}",1
822,False,"{'a': 0.5, 'e': 0.7392098285093663}",30,20,-6.114556875682352,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 0}",1
823,False,"{'a': 0.5, 'e': 0.7386034015416434}",25,0,-39.629994675342566,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
824,False,"{'a': 0.5, 'e': 0.7379963763052055}",30,7,-149.73059065718397,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 3}",1
825,False,"{'a': 0.5, 'e': 0.7373887532917432}",30,0,-69.28525750479622,"{0: 21, 1: 3, 2: 4, 3: 2, 4: 0}",0
826,False,"{'a': 0.5, 'e': 0.736780532993431}",30,0,-95.70547833386962,"{0: 22, 1: 0, 2: 6, 3: 1, 4: 1}",0
827,False,"{'a': 0.5, 'e': 0.7361717159029274}",20,3,-57.49720724242613,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 1}",1
828,False,"{'a': 0.5, 'e': 0.7355623025133742}",20,0,-114.8114476176723,"{0: 8, 1: 4, 2: 7, 3: 0, 4: 1}",0
829,False,"{'a': 0.5, 'e': 0.7349522933183961}",25,12,-56.472938759909646,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 1}",1
830,False,"{'a': 0.5, 'e': 0.7343416888121006}",20,11,-0.9680822230340507,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
831,False,"{'a': 0.5, 'e': 0.7337304894890774}",20,0,-127.23855436148793,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
832,False,"{'a': 0.5, 'e': 0.7331186958443977}",25,0,-190.2332278092292,"{0: 15, 1: 2, 2: 4, 3: 0, 4: 4}",0
833,False,"{'a': 0.5, 'e': 0.7325063083736145}",30,18,-11.345747326108222,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
834,False,"{'a': 0.5, 'e': 0.7318933275727616}",25,0,-156.8522419911382,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 4}",0
835,False,"{'a': 0.5, 'e': 0.7312797539383534}",25,4,-31.77651968003187,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 1}",1
836,False,"{'a': 0.5, 'e': 0.7306655879673846}",20,0,-76.64896081579238,"{0: 10, 1: 5, 2: 3, 3: 2, 4: 0}",0
837,False,"{'a': 0.5, 'e': 0.7300508301573293}",20,2,-85.68715399462326,"{0: 12, 1: 1, 2: 2, 3: 2, 4: 1}",1
838,False,"{'a': 0.5, 'e': 0.7294354810061415}",20,0,13.985401465306818,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
839,False,"{'a': 0.5, 'e': 0.7288195410122541}",25,0,-208.70585483118742,"{0: 11, 1: 4, 2: 6, 3: 1, 4: 3}",0
840,False,"{'a': 0.5, 'e': 0.7282030106745782}",25,3,-116.55975459432662,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 2}",1
841,False,"{'a': 0.5, 'e': 0.7275858904925034}",25,16,-29.405845823322778,"{0: 7, 1: 0, 2: 0, 3: 2, 4: 0}",1
842,False,"{'a': 0.5, 'e': 0.7269681809658973}",25,0,-69.51881314910347,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
843,False,"{'a': 0.5, 'e': 0.7263498825951042}",30,13,-62.481423218154184,"{0: 10, 1: 2, 2: 3, 3: 2, 4: 0}",1
844,False,"{'a': 0.5, 'e': 0.725730995880946}",20,4,-96.53176301788118,"{0: 11, 1: 2, 2: 0, 3: 1, 4: 2}",1
845,False,"{'a': 0.5, 'e': 0.7251115213247209}",30,0,-173.10850324147083,"{0: 20, 1: 1, 2: 5, 3: 1, 4: 3}",0
846,False,"{'a': 0.5, 'e': 0.724491459428203}",25,0,-38.160813693136035,"{0: 18, 1: 4, 2: 2, 3: 1, 4: 0}",0
847,False,"{'a': 0.5, 'e': 0.7238708106936427}",30,0,14.804829455599172,"{0: 27, 1: 2, 2: 1, 3: 0, 4: 0}",0
848,False,"{'a': 0.5, 'e': 0.7232495756237651}",30,0,-79.4935638762998,"{0: 24, 1: 1, 2: 2, 3: 2, 4: 1}",0
849,False,"{'a': 0.5, 'e': 0.722627754721771}",20,0,-67.03281085291164,"{0: 16, 1: 0, 2: 1, 3: 2, 4: 1}",1
850,False,"{'a': 0.5, 'e': 0.722005348491335}",30,16,-7.040983704499159,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
851,False,"{'a': 0.5, 'e': 0.7213823574366063}",35,0,-23.871117565524685,"{0: 28, 1: 2, 2: 5, 3: 0, 4: 0}",0
852,False,"{'a': 0.5, 'e': 0.7207587820622073}",20,2,-34.14946084149333,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 0}",1
853,False,"{'a': 0.5, 'e': 0.7201346228732345}",30,0,-202.7752853504386,"{0: 18, 1: 1, 2: 6, 3: 2, 4: 3}",0
854,False,"{'a': 0.5, 'e': 0.7195098803752564}",20,8,-77.63374955844111,"{0: 5, 1: 3, 2: 3, 3: 0, 4: 1}",1
855,False,"{'a': 0.5, 'e': 0.7188845550743146}",20,12,-4.2489579339759835,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
856,False,"{'a': 0.5, 'e': 0.7182586474769225}",20,0,-153.00444414270208,"{0: 11, 1: 3, 2: 3, 3: 0, 4: 3}",0
857,False,"{'a': 0.5, 'e': 0.7176321580900651}",30,0,-144.5728454531807,"{0: 17, 1: 2, 2: 9, 3: 1, 4: 1}",0
858,False,"{'a': 0.5, 'e': 0.717005087421199}",20,0,-52.12893058692656,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
859,False,"{'a': 0.5, 'e': 0.7163774359782512}",35,0,-121.9059851791849,"{0: 24, 1: 3, 2: 6, 3: 0, 4: 2}",0
860,False,"{'a': 0.5, 'e': 0.7157492042696194}",25,0,-56.54534938060518,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
861,False,"{'a': 0.5, 'e': 0.7151203928041714}",35,0,-89.26109958386435,"{0: 24, 1: 4, 2: 4, 3: 3, 4: 0}",0
862,False,"{'a': 0.5, 'e': 0.7144910020912442}",20,2,-61.1787072684577,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 0}",1
863,False,"{'a': 0.5, 'e': 0.7138610326406445}",25,4,-96.82972701472235,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 2}",1
864,False,"{'a': 0.5, 'e': 0.7132304849626473}",35,11,-23.194235749760168,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 0}",1
865,False,"{'a': 0.5, 'e': 0.7125993595679964}",30,13,-42.497247331810314,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 1}",1
866,False,"{'a': 0.5, 'e': 0.7119676569679031}",25,15,-50.64211849169703,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 1}",1
867,False,"{'a': 0.5, 'e': 0.7113353776740465}",25,17,2.2151937743298395,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
868,False,"{'a': 0.5, 'e': 0.710702522198573}",25,0,-97.74169721213687,"{0: 16, 1: 1, 2: 5, 3: 3, 4: 0}",0
869,False,"{'a': 0.5, 'e': 0.7100690910540953}",25,0,-27.433633962093886,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
870,False,"{'a': 0.5, 'e': 0.7094350847536928}",20,0,-48.32600945316086,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
871,False,"{'a': 0.5, 'e': 0.7088005038109103}",20,11,-50.68521358802324,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 1}",1
872,False,"{'a': 0.5, 'e': 0.7081653487397587}",20,13,13.197177399570636,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
873,False,"{'a': 0.5, 'e': 0.7075296200547131}",20,0,-1.5774965122864284,"{0: 16, 1: 4, 2: 0, 3: 0, 4: 0}",0
874,False,"{'a': 0.5, 'e': 0.706893318270714}",25,14,11.188271009539644,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
875,False,"{'a': 0.5, 'e': 0.7062564439031658}",25,0,-94.98489716408298,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
876,False,"{'a': 0.5, 'e': 0.7056189974679365}",20,9,8.157393863790656,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
877,False,"{'a': 0.5, 'e': 0.704980979481358}",25,0,-115.56783177545202,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
878,False,"{'a': 0.5, 'e': 0.7043423904602246}",25,0,-62.87591415160641,"{0: 18, 1: 1, 2: 4, 3: 2, 4: 0}",1
879,False,"{'a': 0.5, 'e': 0.7037032309217934}",20,0,-57.426701488267085,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
880,False,"{'a': 0.5, 'e': 0.7030635013837837}",25,11,2.5822095336524304,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
881,False,"{'a': 0.5, 'e': 0.7024232023643764}",25,0,-99.80062952284506,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 2}",0
882,False,"{'a': 0.5, 'e': 0.7017823343822135}",20,0,-23.253565277322256,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
883,False,"{'a': 0.5, 'e': 0.701140897956398}",30,0,-103.5086281423965,"{0: 22, 1: 0, 2: 5, 3: 2, 4: 1}",0
884,False,"{'a': 0.5, 'e': 0.7004988936064936}",20,0,-54.041287205600064,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
885,False,"{'a': 0.5, 'e': 0.6998563218525237}",25,0,-68.64990041560706,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
886,False,"{'a': 0.5, 'e': 0.6992131832149713}",20,0,-2.969773115198965,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
887,False,"{'a': 0.5, 'e': 0.6985694782147788}",25,13,-54.712931075517446,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 1}",1
888,False,"{'a': 0.5, 'e': 0.6979252073733471}",25,5,-22.149187829920606,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",1
889,False,"{'a': 0.5, 'e': 0.6972803712125355}",35,0,-93.71756464210321,"{0: 25, 1: 0, 2: 9, 3: 0, 4: 1}",0
890,False,"{'a': 0.5, 'e': 0.6966349702546615}",20,0,-20.758304314967756,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
891,False,"{'a': 0.5, 'e': 0.6959890050224996}",20,13,-11.22847032347033,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
892,False,"{'a': 0.5, 'e': 0.6953424760392818}",30,3,-143.13042593832458,"{0: 16, 1: 1, 2: 8, 3: 0, 4: 2}",1
893,False,"{'a': 0.5, 'e': 0.6946953838286962}",25,10,-24.53709921915855,"{0: 10, 1: 2, 2: 3, 3: 0, 4: 0}",1
894,False,"{'a': 0.5, 'e': 0.6940477289148879}",20,0,-79.15799853094677,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
895,False,"{'a': 0.5, 'e': 0.693399511822457}",25,0,-59.23035171743725,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
896,False,"{'a': 0.5, 'e': 0.6927507330764594}",20,15,-0.5504727746815659,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
897,False,"{'a': 0.5, 'e': 0.6921013932024059}",25,11,-67.92897195237306,"{0: 10, 1: 1, 2: 0, 3: 2, 4: 1}",1
898,False,"{'a': 0.5, 'e': 0.6914514927262618}",25,4,-86.88298383554469,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 1}",1
899,False,"{'a': 0.5, 'e': 0.6908010321744464}",25,4,-31.61621005302336,"{0: 16, 1: 1, 2: 3, 3: 1, 4: 0}",1
900,False,"{'a': 0.5, 'e': 0.6901500120738329}",30,9,-94.1601345513199,"{0: 11, 1: 6, 2: 2, 3: 1, 4: 1}",1
901,False,"{'a': 0.5, 'e': 0.6894984329517471}",25,12,-25.747638891544177,"{0: 9, 1: 2, 2: 1, 3: 1, 4: 0}",1
902,False,"{'a': 0.5, 'e': 0.6888462953359683}",20,14,10.216466639646931,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
903,False,"{'a': 0.5, 'e': 0.688193599754728}",25,3,-44.05914022573392,"{0: 16, 1: 2, 2: 2, 3: 2, 4: 0}",1
904,False,"{'a': 0.5, 'e': 0.6875403467367095}",20,2,-89.09153711814542,"{0: 8, 1: 1, 2: 8, 3: 1, 4: 0}",1
905,False,"{'a': 0.5, 'e': 0.6868865368110478}",25,0,-142.17964207140287,"{0: 17, 1: 3, 2: 1, 3: 1, 4: 3}",0
906,False,"{'a': 0.5, 'e': 0.6862321705073288}",20,0,-29.99875689158074,"{0: 14, 1: 4, 2: 1, 3: 1, 4: 0}",0
907,False,"{'a': 0.5, 'e': 0.6855772483555892}",25,0,-97.46296620866718,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 2}",0
908,False,"{'a': 0.5, 'e': 0.6849217708863159}",25,4,-63.62649545713893,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 1}",1
909,False,"{'a': 0.5, 'e': 0.6842657386304457}",20,0,-47.043124898334376,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
910,False,"{'a': 0.5, 'e': 0.6836091521193646}",25,0,-80.12436373455738,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
911,False,"{'a': 0.5, 'e': 0.6829520118849076}",25,18,12.936591864822141,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
912,False,"{'a': 0.5, 'e': 0.6822943184593584}",30,0,-74.00902810279118,"{0: 23, 1: 0, 2: 6, 3: 0, 4: 1}",0
913,False,"{'a': 0.5, 'e': 0.6816360723754484}",35,0,-218.12439208758866,"{0: 25, 1: 2, 2: 2, 3: 1, 4: 5}",0
914,False,"{'a': 0.5, 'e': 0.6809772741663572}",25,0,-128.4935157739966,"{0: 15, 1: 1, 2: 6, 3: 2, 4: 1}",0
915,False,"{'a': 0.5, 'e': 0.6803179243657111}",20,1,-64.73618387623087,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 1}",1
916,False,"{'a': 0.5, 'e': 0.6796580235075834}",20,0,-121.14912951198224,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
917,False,"{'a': 0.5, 'e': 0.6789975721264939}",20,0,-37.40183332086543,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
918,False,"{'a': 0.5, 'e': 0.6783365707574082}",20,3,-82.8860288592359,"{0: 10, 1: 2, 2: 3, 3: 1, 4: 1}",1
